time, step, mean-EKE, mean-LE, mean-Te, mean-Tp,  mean-radius, mean-e-a-collisions, mean-e-e-collisions, mean-x_flux, mean-y_flux, mean-z_flux
0.0000000000e+00, 0, 9.2410147490e-20, 9.5731641195e-19, 3.0000000000e+02, 3.0000000000e+02, 3.0000000000e+02, 3.0000000000e+02, 0.0000000000e+00, 0.0000000000e+00, 0, 2, 0, -3, -10, -26, 
1.0000000000e+00, 10, 9.2435684877e-20, 9.5731661896e-19, 3.0004144938e+02, 3.0000006487e+02, 3.0003707870e+02, 3.0000000461e+02, 0.0000000000e+00, 0.0000000000e+00, 0.0, 1.4, 0.0, -8.2, -5.8, -3.6, 
2.0000000000e+00, 20, 9.2473626561e-20, 9.5731679734e-19, 3.0010302144e+02, 3.0000012077e+02, 3.0009667197e+02, 3.0000002520e+02, 0.0000000000e+00, 0.0000000000e+00, 0.0, 0.7, 0.0, -0.3, 6.7, -0.4, 
3.0000000000e+00, 30, 9.2528041470e-20, 9.5731756887e-19, 3.0019130432e+02, 3.0000036255e+02, 3.0018366382e+02, 3.0000006941e+02, 0.0000000000e+00, 0.0000000000e+00, 0.0, 0.8, 0.0, 2.3, 5.7, 3.7, 
4.0000000000e+00, 40, 9.2606596785e-20, 9.5731876506e-19, 3.0031870688e+02, 3.0000073741e+02, 3.0030943556e+02, 3.0000014794e+02, 0.0000000000e+00, 0.0000000000e+00, 0.0, 0.6, 0.0, -4.9, 3.6, -6.2, 
5.0000000000e+00, 50, 9.2717241748e-20, 9.5732140924e-19, 3.0049806145e+02, 3.0000156603e+02, 3.0048949592e+02, 3.0000027583e+02, 0.0000000000e+00, 0.0000000000e+00, 0.0, 0.9, 0.0, -3.8, 0.5, 4.0, 
6.0000000000e+00, 60, 9.2869280464e-20, 9.5732758456e-19, 3.0074434049e+02, 3.0000350123e+02, 3.0074471330e+02, 3.0000047406e+02, 0.0000000000e+00, 0.0000000000e+00, 0.0, 1.2, 0.0, 1.8, 4.6, -0.3, 
7.0000000000e+00, 70, 9.3091098313e-20, 9.5733206714e-19, 3.0110328951e+02, 3.0000490596e+02, 3.0110280488e+02, 3.0000077150e+02, 0.0000000000e+00, 0.0000000000e+00, 0.0, 0.6, 0.0, 1.7, 4.1, -3.0, 
8.0000000000e+00, 80, 9.3397942430e-20, 9.5733903070e-19, 3.0159912513e+02, 3.0000708817e+02, 3.0160008866e+02, 3.0000120745e+02, 0.0000000000e+00, 0.0000000000e+00, 0.0, 0.9, 0.0, -1.9, 3.3, 2.4, 
9.0000000000e+00, 90, 9.3830367879e-20, 9.5734352850e-19, 3.0229650948e+02, 3.0000849767e+02, 3.0228347930e+02, 3.0000183478e+02, 0.0000000000e+00, 0.0000000000e+00, 0.1, 0.5, 0.0, -3.5, 2.5, 1.0, 
